1000
132,13 552,81
118,37 1004,04
255,06 1592,43
168,14 620,46
106,26 1196,83
154,79 341,15
235,77 727,13
122,57 365,73
265,49 657,44
164,63 1710,38
105,77 1309,74
261,90 1178,06
280,08 819,20
245,23 1939,02
217,93 869,72
263,69 643,50
160,62 1004,12
229,57 1067,01
165,39 631,46
154,58 471,10
190,54 1625,38
291,93 1047,61
197,37 331,42
155,52 1902,74
214,46 1378,90
200,02 1028,98
175,57 1823,38
214,63 1107,26
264,43 729,54
108,53 379,75
278,27 440,99
147,41 1034,37
156,13 1073,56
238,30 646,31
109,14 1311,73
153,62 528,64
136,97 1283,87
235,86 1454,84
117,69 1341,47
130,51 1828,95
118,31 569,88
257,71 1095,90
288,63 413,68
251,89 1503,99
273,57 1708,42
274,03 1054,47
106,90 372,49
132,51 1698,81
234,50 627,48
136,20 573,35
255,56 1783,80
147,43 793,26
167,49 1449,38
202,78 1762,82
153,58 393,44
125,72 1197,41
262,01 1325,05
168,40 1994,42
290,48 926,60
288,16 1034,37
213,21 315,92
190,15 1741,79
164,84 1697,76
148,43 1486,06
130,73 1905,27
255,93 356,36
283,88 825,02
147,33 802,17
155,65 745,50
189,40 1990,93
130,90 468,24
239,52 797,76
117,74 573,08
135,94 1608,91
257,80 1234,95
102,35 1089,85
215,04 1947,75
224,24 1342,12
109,64 1423,26
286,35 948,46
147,62 1897,60
147,98 785,15
238,23 895,83
276,80 1862,43
187,77 376,80
262,27 439,01
211,92 1304,15
286,00 945,44
118,56 367,43
239,13 1842,08
178,36 1607,18
245,77 1432,61
222,80 782,20
176,82 1951,23
287,66 1853,49
119,67 643,07
154,35 449,61
107,39 1860,93
232,50 1421,17
104,48 1208,89
174,05 1288,29
296,96 1073,37
212,71 434,43
140,50 1695,79
281,99 902,00
183,42 1657,32
280,89 1601,25
200,16 1365,93
228,43 952,14
245,86 1158,74
276,52 1641,08
274,53 1558,34
235,20 1989,18
150,49 1151,07
205,22 996,75
227,20 1887,15
109,73 1749,93
167,39 937,85
170,53 1449,85
135,08 1783,28
283,67 751,92
102,74 745,92
214,95 783,50
185,67 1329,66
158,23 741,95
241,02 1771,71
277,45 861,87
250,30 865,76
188,10 680,11
241,71 1068,87
124,45 1720,47
102,96 961,40
186,18 466,05
185,03 1789,84
161,20 586,36
104,07 1385,60
181,00 939,22
211,20 1919,41
280,82 1572,46
218,89 1520,58
208,96 1009,56
247,91 1563,12
157,71 1415,06
290,12 1696,54
273,31 1700,33
170,31 1278,40
242,66 348,72
133,95 1947,37
152,08 1809,86
188,18 1761,31
166,48 937,65
279,52 1912,88
186,76 923,58
104,87 326,82
109,40 607,71
220,89 937,84
233,98 433,33
142,35 445,44
142,92 1048,23
101,37 1243,25
212,05 445,21
277,10 1724,22
201,62 1977,74
199,57 470,21
124,53 1082,91
281,25 1044,87
191,47 1592,76
236,78 1121,80
292,75 1818,06
113,54 1996,96
192,04 943,75
175,13 1953,34
179,40 1384,11
154,63 1269,16
159,48 1407,52
226,20 1386,49
235,10 1255,66
231,28 986,22
187,29 1849,99
239,41 947,45
250,16 799,58
223,99 1204,76
231,95 798,66
289,94 554,79
143,42 1529,77
102,48 305,73
260,50 868,82
135,59 1707,19
170,19 922,16
283,77 846,32
226,94 1212,66
262,05 1046,55
181,47 871,46
257,14 1859,36
134,66 1585,45
286,28 1396,86
216,32 1896,51
270,74 1512,94
291,84 1247,88
137,40 1504,17
159,49 525,68
124,19 468,36
116,77 1848,75
284,68 928,05
246,33 919,14
161,77 1799,04
100,38 1757,11
132,13 860,06
247,03 1209,42
210,82 358,49
182,71 338,02
149,21 769,39
212,16 467,11
259,73 810,10
250,49 491,09
157,31 1401,31
111,61 1223,27
120,14 1956,76
112,98 1595,83
241,29 1278,63
148,93 1605,09
167,87 1033,08
162,82 933,13
205,93 1481,67
183,11 466,62
107,08 648,12
179,19 1676,84
146,47 1607,05
139,78 1921,05
152,29 1491,68
180,15 474,68
153,13 830,79
143,97 1006,28
272,58 1741,75
281,28 1162,64
218,81 1426,01
156,38 640,39
192,81 736,32
167,55 1281,91
269,76 610,69
145,17 1648,64
296,08 1497,21
235,60 492,63
288,56 1225,86
275,37 1568,66
222,12 318,92
113,29 503,39
149,14 769,57
247,95 965,41
206,25 1360,35
113,72 560,88
233,11 337,10
170,46 1112,72
253,11 1102,37
230,57 1468,64
147,22 642,78
191,40 1122,78
290,07 1858,95
132,02 929,05
111,22 323,75
180,35 1330,48
294,59 1754,90
260,01 827,87
235,90 1951,15
185,74 1464,11
240,14 808,11
192,12 1605,27
160,55 999,06
252,48 1259,08
155,27 1979,05
272,94 1782,60
169,72 1446,56
231,40 1396,25
240,25 1775,53
172,01 739,07
158,45 1813,43
262,48 1371,68
235,94 1125,57
275,42 1557,34
265,79 1254,72
263,96 1529,21
289,29 1356,35
268,00 982,34
246,01 964,65
209,44 1612,70
210,08 1541,95
113,15 1562,31
297,01 365,31
224,76 519,47
263,42 307,97
287,47 1566,27
115,49 1580,35
186,99 661,58
292,57 505,79
177,02 1997,12
198,54 419,31
157,34 366,71
216,50 1994,46
192,39 744,32
260,89 322,73
230,12 675,08
196,86 492,94
209,55 445,54
287,65 1143,63
229,71 614,19
218,81 690,86
193,57 951,22
191,89 1765,59
137,76 1358,07
280,28 1230,35
112,08 411,24
296,69 1582,99
182,30 1002,48
234,10 1397,17
295,77 527,96
111,09 1593,59
171,23 1212,89
177,72 1583,74
252,70 1744,52
119,54 1179,08
101,78 1526,82
134,82 612,16
193,57 1762,82
154,44 673,77
128,38 1717,12
223,55 1930,02
175,03 1010,10
171,13 1546,98
220,62 747,96
155,74 316,89
217,95 398,39
295,05 1549,39
293,56 1680,00
161,82 1064,44
207,74 945,93
260,43 1298,85
242,40 1706,55
285,77 1618,01
233,76 1654,64
210,22 1805,96
163,36 1327,24
244,78 392,57
274,84 962,97
276,60 1764,86
293,03 790,95
298,10 1000,91
187,90 717,98
211,76 459,59
248,10 1664,44
219,62 957,01
206,80 1836,05
188,43 661,43
197,54 1208,66
118,65 1942,47
208,31 1646,30
139,62 1217,59
249,19 1668,96
103,55 948,84
252,40 1635,68
257,18 1756,68
182,90 911,24
232,69 1933,76
153,71 740,15
118,75 1561,32
112,16 960,35
247,14 1353,88
291,39 750,89
162,50 583,24
106,36 1722,68
229,89 1662,34
114,17 1529,76
279,30 801,35
255,54 1999,28
185,90 1883,72
247,91 1553,14
141,83 1448,17
109,83 1421,41
187,56 1504,45
162,41 1028,26
140,08 754,83
275,51 764,98
180,22 1641,45
204,73 1851,20
242,95 1990,32
199,81 1925,66
192,15 1476,91
255,93 800,73
155,26 1595,15
226,34 761,18
143,54 1972,23
118,25 1687,01
189,88 534,85
253,30 432,51
299,11 398,79
189,88 1199,43
124,41 523,87
176,54 1900,63
258,79 448,61
234,22 522,65
162,00 1595,00
149,31 1760,34
231,00 1912,81
100,72 1714,96
165,79 914,94
140,93 818,05
183,15 640,56
104,37 968,23
186,54 1671,24
126,30 1744,82
113,82 1016,63
220,72 1493,41
152,94 481,12
288,34 1761,66
141,09 1120,33
103,72 1200,87
244,24 397,52
265,32 338,44
151,74 1253,73
183,11 869,63
114,52 1812,71
125,21 1513,20
205,64 1952,05
148,69 724,66
188,40 484,97
198,96 1063,53
140,00 514,19
178,17 1366,40
297,47 1938,58
154,89 1886,46
267,99 616,12
116,01 1621,61
177,14 712,70
146,05 1068,81
116,16 695,21
259,96 1609,70
193,40 859,36
112,76 1354,32
195,36 318,29
262,44 1043,68
118,96 1515,99
172,19 1539,46
249,58 1271,32
103,93 1909,92
228,35 1003,01
277,14 654,37
277,17 933,62
145,16 1295,77
231,58 1921,64
176,02 1910,70
269,24 1424,48
115,29 1359,20
215,72 1852,58
155,96 1122,94
259,43 635,11
143,09 959,75
214,10 580,70
101,29 834,86
129,82 1383,80
188,11 1894,65
272,56 796,30
249,19 1707,73
267,46 557,13
278,88 1909,53
132,35 1748,33
274,72 1351,99
215,99 425,18
215,24 1477,67
299,12 1049,84
187,14 608,91
116,92 1443,63
241,71 767,06
117,63 1561,10
169,62 714,02
185,12 880,59
249,05 1039,27
121,67 300,92
144,40 698,78
113,03 1631,11
110,92 1349,45
178,65 1361,35
295,28 1412,36
148,13 307,20
212,86 541,41
198,59 1726,20
229,70 869,89
238,16 616,32
280,35 1357,06
226,78 1318,99
112,21 1759,08
288,73 1566,18
263,24 304,32
189,83 630,32
151,50 1361,70
227,67 558,76
283,48 1752,58
214,60 700,48
273,05 871,57
220,89 861,41
103,05 1649,90
289,49 1957,32
259,28 1815,79
234,00 1467,98
219,41 581,14
287,69 535,08
289,38 1910,73
184,56 487,81
145,22 911,05
221,85 1524,30
260,76 1409,52
179,09 1125,53
279,54 981,51
249,76 1028,42
124,23 822,66
179,76 1239,51
227,43 1457,11
200,55 1527,30
114,82 1918,28
295,03 591,83
275,07 1938,17
240,96 1373,22
210,41 533,90
138,88 827,78
177,42 385,25
151,13 1669,49
200,13 956,15
153,09 847,65
265,30 1524,52
129,61 1107,41
194,57 450,15
237,26 858,74
129,21 1727,88
296,85 761,62
259,76 1745,21
280,87 1620,51
186,64 1587,09
117,09 469,46
107,13 1208,52
242,12 1120,76
290,04 926,11
207,73 1144,70
221,33 1163,29
267,91 1545,69
182,51 1120,66
256,09 600,92
257,92 1733,29
199,67 731,73
258,09 919,22
212,90 1485,02
193,15 1120,17
259,42 512,13
133,92 1284,56
182,08 1046,31
157,61 1345,23
160,61 1896,03
191,00 1200,08
276,31 891,36
136,00 1612,46
138,42 1643,06
290,89 809,83
158,10 500,25
164,93 974,31
243,81 1821,27
125,14 1486,69
235,58 1604,48
110,78 1806,85
296,09 1861,32
104,63 1347,52
132,85 1651,84
159,71 926,10
138,35 844,80
145,73 459,67
104,22 908,92
201,85 1501,95
290,42 789,58
160,50 1507,90
111,99 576,29
141,63 1151,55
143,79 420,04
107,67 615,76
137,16 317,03
216,30 418,61
293,12 1635,21
111,76 840,78
142,80 623,86
254,79 1470,36
248,75 312,48
207,14 1387,37
159,44 575,27
258,79 1268,79
224,86 1510,00
114,12 1006,79
212,08 656,07
138,09 897,80
147,76 955,50
104,11 1778,13
258,34 342,76
282,38 452,90
278,77 934,54
260,99 1589,66
157,31 979,08
101,32 325,12
296,40 1615,96
295,44 1464,44
138,62 1092,14
115,02 1235,72
132,16 1077,52
119,63 1599,58
291,17 624,49
227,07 903,42
104,69 319,56
238,94 1213,08
241,22 382,65
261,84 950,75
146,63 1479,64
268,01 717,53
239,24 427,27
298,47 681,08
168,82 1485,92
128,05 1764,77
125,08 1555,51
183,24 683,17
256,38 812,37
132,42 1130,62
291,05 850,99
252,61 544,64
241,11 1523,47
217,49 333,83
212,35 1601,54
148,76 881,23
244,84 1521,48
225,96 608,47
164,42 510,40
259,81 1613,28
238,25 834,08
199,48 873,76
196,81 551,04
166,70 746,23
109,56 505,29
287,73 1470,60
283,00 1341,14
128,69 1736,73
187,86 577,51
130,91 1558,89
215,67 935,99
289,61 550,95
215,38 677,71
222,80 594,81
267,19 866,84
136,91 446,79
213,34 345,51
211,21 1132,10
284,51 1574,45
195,40 936,63
135,92 1766,09
143,05 416,65
138,29 1313,37
187,86 1312,25
256,89 995,85
110,99 1168,40
295,61 1827,24
144,42 1738,49
283,30 1793,71
208,67 969,77
135,90 720,48
192,96 647,45
240,97 1595,92
151,56 1704,70
279,54 1876,94
212,18 1189,70
226,16 1597,20
170,53 1017,46
248,71 900,60
179,87 824,26
167,94 1526,30
235,08 1285,47
230,01 1579,07
297,90 1453,92
195,98 1328,59
113,29 625,04
158,42 794,94
226,41 1437,61
258,00 1793,91
225,61 574,47
192,00 435,61
208,87 936,34
281,67 1692,20
299,32 923,38
297,07 1576,89
120,30 1474,55
225,40 1305,09
280,93 1882,53
113,19 1240,75
120,54 1423,24
212,43 566,25
213,36 1913,37
117,60 552,65
244,64 1436,80
192,99 848,30
235,06 361,22
158,66 1248,88
112,42 300,02
228,86 1159,31
107,99 861,46
277,69 1909,13
189,21 1166,86
144,97 336,69
131,64 1712,70
188,90 614,92
279,78 997,85
142,48 1951,41
149,90 636,18
236,87 959,10
187,54 1027,53
217,99 360,38
208,08 965,46
101,04 1756,86
121,04 1718,72
283,34 1569,99
266,88 1635,64
166,94 533,67
279,74 485,11
130,48 398,55
230,47 1366,12
133,41 490,54
101,11 689,06
236,09 750,63
195,67 1956,15
275,66 871,94
101,16 1745,94
250,30 1341,22
279,26 1137,27
233,38 386,80
290,32 1791,91
264,21 532,45
230,50 1551,76
243,71 1258,00
196,78 596,61
200,63 1270,91
285,77 1651,29
188,43 1900,75
179,27 1027,52
122,59 938,39
172,53 1034,85
274,95 655,16
161,38 997,56
104,21 653,94
219,44 470,17
220,62 1123,48
169,37 552,55
158,35 990,17
179,92 1067,72
259,95 1587,41
105,56 1580,29
165,75 791,59
225,87 701,42
144,18 705,83
239,27 1847,72
199,95 908,06
218,84 1495,27
152,79 1118,25
147,46 798,02
292,75 1480,99
215,62 1819,92
186,50 1504,62
286,95 964,03
134,61 545,43
215,14 1068,54
261,17 376,64
230,33 1179,91
254,53 435,77
203,89 1705,81
172,36 1301,05
247,65 1997,44
274,00 1708,00
206,84 309,47
149,78 1180,36
165,78 1638,78
279,51 416,46
100,83 548,42
171,45 1441,32
287,60 342,15
208,14 1607,90
197,47 1566,48
256,93 806,54
202,96 782,31
190,84 1120,75
252,73 666,15
109,17 1849,65
173,50 1172,26
247,73 402,54
210,03 311,19
124,56 1059,47
223,38 1877,85
180,29 483,35
234,00 1392,49
240,70 563,42
117,79 902,10
154,59 1568,12
241,92 826,12
141,37 1885,73
261,59 1620,62
120,41 1135,78
189,86 1777,90
188,35 340,70
199,69 474,97
260,54 858,05
220,52 1033,40
299,39 786,52
251,63 955,52
114,97 775,83
229,88 1757,80
242,21 1089,94
262,04 330,44
274,41 396,03
259,60 1714,48
263,71 577,28
299,24 1402,45
187,67 1296,81
172,26 936,61
224,11 1072,02
183,91 1700,12
277,47 1153,96
116,49 1870,91
255,58 844,59
179,88 1335,08
209,18 1826,57
138,91 937,66
214,75 924,49
229,03 1482,04
207,05 1864,57
150,07 1476,08
248,74 1150,34
162,48 1563,18
162,42 326,29
101,28 1969,30
244,24 1158,12
169,89 1943,43
128,49 1818,82
279,49 568,00
179,05 1533,09
259,06 668,50
246,13 1199,01
277,06 1256,88
245,84 775,68
287,78 402,10
195,31 1598,13
243,73 633,09
267,38 1156,82
200,03 1344,11
116,68 857,97
277,53 990,80
173,02 1263,06
148,47 536,30
197,75 891,29
261,88 630,99
155,80 1056,86
235,34 1387,24
168,29 1404,64
105,78 1140,62
179,79 1502,52
253,75 1973,08
199,51 1046,17
194,23 410,38
157,10 1633,06
261,40 795,74
151,37 566,63
105,73 1785,08
164,29 1458,39
268,75 1305,25
162,82 1306,21
104,17 465,83
117,46 840,36
173,75 317,90
229,24 1245,26
161,84 508,25
175,72 1884,84
124,99 1986,70
261,79 1481,68
120,82 585,65
192,54 726,45
145,53 805,95
173,11 722,94
249,67 1011,60
184,45 906,08
299,25 1656,43
183,98 1705,64
102,46 1640,74
236,75 1066,84
131,79 822,96
195,34 1180,32
237,22 1492,17
115,55 1918,70
168,24 1940,90
120,36 1824,76
200,76 1164,50
105,90 1347,13
299,44 1853,27
120,96 1573,20
237,00 1036,68
245,44 1366,37
139,00 785,07
143,44 1274,84
225,76 573,74
173,03 1742,50
283,12 1566,52
197,53 619,17
208,99 1081,70
262,00 1436,77
255,11 461,82
273,76 1991,14
111,67 1080,56
157,56 544,62
166,80 1485,06
243,20 1544,11
114,19 1089,82
287,77 930,75
178,70 1509,96
134,62 1603,40
183,40 1045,32
167,77 785,63
291,13 1005,00
233,11 738,33
119,21 1191,87
166,62 853,82
248,19 450,74
295,11 1565,72
123,94 720,56
256,49 1409,53
186,64 720,73
224,06 1972,60
151,37 745,08
113,53 1779,83
111,85 632,90
201,41 471,17
142,43 1635,99
190,10 1040,77
132,63 602,90
117,44 923,83
104,80 457,32
227,78 637,02
237,16 1356,13
196,38 601,12
243,12 1474,44
130,82 1600,15
241,94 680,01
160,49 360,60
197,20 427,38
169,37 1366,23
195,88 1823,21
127,43 1359,39
294,98 588,88
132,28 717,91
171,44 1673,46
285,75 738,43
177,42 1751,13
298,70 1201,44
224,97 370,53
242,65 841,17
202,26 610,43
148,33 994,16
158,28 1336,13
188,92 1054,79
283,81 643,90
179,57 1022,56
163,27 1727,19
275,27 1286,65
275,64 1097,38
255,23 1256,58
282,02 944,45
244,86 613,95
253,36 1428,66
145,42 1530,43
263,94 852,60
216,34 569,49
104,34 1875,20
186,97 1265,28
252,43 694,04
162,02 851,45
281,63 1640,40
228,95 1394,24
182,71 302,58
275,75 1169,97
228,87 1717,67
284,03 315,08
223,15 1848,84
274,98 1268,54
233,42 1096,39
154,85 1621,01
241,90 774,03
131,49 1783,01
114,64 1018,88
155,31 784,93
131,06 1193,69
175,45 526,18
204,30 1782,56
295,99 1697,51
270,21 1378,03
167,21 1310,83
126,34 806,38
153,42 484,62
261,52 740,56
181,42 1848,98
132,80 1105,80
292,75 1954,31
118,32 1991,55
198,03 790,50
203,08 645,23
163,15 1848,86
139,30 1238,16
144,64 1488,74
163,53 1462,35
235,74 1102,24
150,23 1737,60
184,72 706,17
134,35 1383,16
203,34 1428,45
245,37 735,19
296,38 1897,92
260,96 1272,17
111,73 1690,96
210,45 1243,91
236,01 1336,10
136,69 1686,69
141,93 1328,86
259,41 746,98
231,49 1162,77
174,02 629,36
212,90 539,92
166,85 1030,20
199,37 1884,47
231,21 1118,27
224,38 946,04
128,14 475,73
130,69 346,24
251,52 318,50
209,31 691,51
129,44 1973,82
139,87 947,90
121,89 404,48
115,29 449,41
259,42 334,27
121,20 690,66
208,30 1847,16
184,77 1536,52
244,84 1904,09
207,52 866,78
274,61 1445,19
153,35 1562,25
142,09 323,26
275,60 1730,25
142,16 844,28
135,86 1961,84
166,51 1074,95
192,71 1511,39
296,97 1113,75
119,57 1389,29
291,72 912,01
148,99 1163,26
101,64 1874,64
234,31 370,43
100,86 366,33
270,06 1352,71
118,98 1798,23
218,76 541,50
221,93 472,71
154,48 734,04
104,47 1119,36
152,65 923,57
129,03 1563,88
230,51 1568,08
274,40 433,61
174,31 908,30
141,74 318,27
276,85 1974,71
106,92 672,36
153,11 1355,35
104,55 367,28
101,67 431,53
182,94 1075,08
136,30 726,88
278,46 1193,58
224,63 1156,74
223,84 902,85
239,85 609,47
226,69 1877,09
256,45 938,99
133,24 862,26
102,77 1398,90
126,56 570,39
120,33 1302,20
299,53 633,89
274,42 1648,22
189,67 1610,04
110,05 1918,16
266,60 1224,48
154,40 1404,36
122,20 1795,62
229,04 1304,81
129,37 886,90
154,53 1783,85
207,60 892,93
105,11 673,20
261,53 977,09
202,41 1962,85
243,56 1943,23
225,26 410,77
232,24 1142,19
156,13 1982,10
215,24 1384,95
285,22 1214,19
219,02 1058,76
149,72 1491,94
237,01 1719,61
298,08 1909,32
273,72 865,56
138,69 1988,02
144,48 1678,59
156,74 1721,36
248,67 1359,77
165,43 1812,91
169,00 872,41
194,54 1583,09
240,07 350,89
113,83 824,11
176,67 1929,04
138,77 1194,00
255,54 691,43
172,62 1453,77
203,75 353,04
101,36 868,23
263,00 1728,68
277,22 1810,64
270,71 362,08
101,55 634,27
227,80 746,35
249,28 699,46
106,74 1882,50
264,88 1374,25
195,19 790,71
203,74 858,33
266,90 1210,52
293,07 1315,69
125,17 1299,86
242,73 539,39
173,91 670,86
249,38 313,69
236,66 1080,68
105,96 1383,19
266,56 929,17
153,93 986,39
268,16 1102,36
297,13 1462,19
286,78 1040,23
133,55 1291,53
111,82 1800,79
255,81 593,71
187,51 1138,26
120,59 757,18
128,01 1912,77
194,41 1247,80
193,20 1401,19
145,37 504,33
297,39 1184,46
269,68 700,31
195,23 1545,42
116,74 1424,35
217,52 1222,90
208,40 1106,73
113,98 432,78
235,17 1899,20
201,06 884,98
156,64 1696,98
109,88 896,22
233,12 1977,23
182,58 1722,90
172,27 616,68
175,24 1516,03
287,03 942,51
190,96 330,22
230,09 365,28
289,05 1703,10
295,52 1140,54
194,53 957,74
259,28 1006,35
166,62 970,93
268,44 748,31
175,84 593,29
182,56 1450,55
286,31 902,97
221,07 1101,48
143,24 1124,60
176,72 636,55
125,16 1747,01
218,25 1916,64
236,14 1629,31
223,88 1060,39
185,57 1293,19
262,81 671,60
131,09 761,42
273,23 528,58
245,07 717,33
172,89 931,46
205,74 528,14
182,59 935,43
111,16 396,16
242,64 833,46
167,57 1476,38
259,38 389,89
213,23 1426,10
130,90 1368,46
104,56 1833,09
270,65 1742,36
213,73 1802,35
272,37 1421,98
164,79 1668,37
241,48 1286,91
270,43 439,70
155,69 1362,58
121,91 1675,75
211,45 1739,16
231,95 541,94
263,19 1690,65
133,72 1888,57
168,70 515,32
298,51 851,32
116,61 685,31
250,62 976,74
231,01 1662,74
129,95 1134,87
123,41 512,45
281,22 592,96
193,53 1617,41
233,13 1089,05
168,33 1081,75
271,95 962,51
212,61 1388,68
110,56 1169,50
144,42 465,53
107,83 1535,88
245,39 1296,79
102,48 677,49
